sep=;
"mismatch_type";"expected_parliament_ids";"days_start_vs_period";"days_end_vs_period";"res_entry_id";"pers_id";"res_entry_start";"res_entry_end";"parliament_id"
"starts_before_period,ends_after_period";"CA_NT-HC_2004;CA_NT-HC_2006;CA_NT-HC_2008";-98;36;"CA_Andre_Guy_1959__01";"CA_Andre_Guy_1959";"28jun2004";"01may2011";"CA_NT-HC_2004;CA_NT-HC_2006;CA_NT-HC_2008"
"starts_before_period,ends_after_period";"CA_NT-HC_1973;CA_NT-HC_1974;CA_NT-HC_1979;CA_NT-HC_1980;CA_NT-HC_1984;CA_NT-HC_1988";-66;46;"CA_Andre_Harvie_1940__01";"CA_Andre_Harvie_1940";"30oct1972";"24oct1993";"CA_NT-HC_1973;CA_NT-HC_1974;CA_NT-HC_1979;CA_NT-HC_1980;CA_NT-HC_1984;CA_NT-HC_1988"
"starts_before_period,ends_after_period";"CA_NT-HC_1974";-84;56;"CA_Andres_William_1925__01";"CA_Andres_William_1925";"08jul1974";"21may1979";"CA_NT-HC_1974"
"starts_before_period";"CA_NT-HC_1918";-91;-856;"CA_Andrews_George_1869__01";"CA_Andrews_George_1869";"17dec1917";"01jun1919";"CA_NT-HC_1918"
"ends_after_period";"CA_NT-HC_1918";441;62;"CA_Andrews_George_1869__02";"CA_Andrews_George_1869";"02jun1919";"05dec1921";"CA_NT-HC_1918"
"starts_before_period";"CA_NT-HC_2008;CA_NT-HC_2011";-35;-271;"CA_Andrews_Scott_1974__01";"CA_Andrews_Scott_1974";"14oct2008";"04nov2014";"CA_NT-HC_2008;CA_NT-HC_2011"
"ends_after_period";"CA_NT-HC_2011";1252;77;"CA_Andrews_Scott_1974__02";"CA_Andrews_Scott_1974";"05nov2014";"18oct2015";"CA_NT-HC_2011"
"ends_after_period";"CA_NT-HC_1891;CA_NT-HC_1896;CA_NT-HC_1901";1734;34;"CA_Angers_Louis_1854__01";"CA_Angers_Louis_1854";"27jan1896";"02nov1904";"CA_NT-HC_1891;CA_NT-HC_1896;CA_NT-HC_1901"
"starts_before_period";"CA_NT-HC_1867;CA_NT-HC_1873;CA_NT-HC_1874";-47;-436;"CA_Anglin_Timothy_1822__01";"CA_Anglin_Timothy_1822";"20sep1867";"07jun1877";"CA_NT-HC_1867;CA_NT-HC_1873;CA_NT-HC_1874"
"ends_after_period";"CA_NT-HC_1874;CA_NT-HC_1879";1194;32;"CA_Anglin_Timothy_1822__02";"CA_Anglin_Timothy_1822";"02jul1877";"19jun1882";"CA_NT-HC_1874;CA_NT-HC_1879"
"starts_before_period,ends_after_period";"CA_NT-HC_1980";-56;56;"CA_Anguish_Douglas_1950__01";"CA_Anguish_Douglas_1950";"18feb1980";"03sep1984";"CA_NT-HC_1980"
"starts_before_period,ends_after_period";"CA_NT-HC_2004;CA_NT-HC_2006;CA_NT-HC_2008;CA_NT-HC_2011;CA_NT-HC_2015;CA_NT-HC_2019;CA_NT-HC_2021";-98;35;"CA_Angus_Charlie_1962__01";"CA_Angus_Charlie_1962";"28jun2004";"27apr2025";"CA_NT-HC_2004;CA_NT-HC_2006;CA_NT-HC_2008;CA_NT-HC_2011;CA_NT-HC_2015;CA_NT-HC_2019;CA_NT-HC_2021"
"starts_before_period,ends_after_period";"CA_NT-HC_1984;CA_NT-HC_1988";-62;46;"CA_Angus_Iain_1947__01";"CA_Angus_Iain_1947";"04sep1984";"24oct1993";"CA_NT-HC_1984;CA_NT-HC_1988"
"starts_before_period";"CA_NT-HC_2025";-28;-268;"CA_Anstey_Carol_9999__01";"CA_Anstey_Carol_9999";"28apr2025";"07apr2026";"CA_NT-HC_2025"
"ends_after_period";"CA_NT-HC_1873;CA_NT-HC_1874";197;30;"CA_Appleby_Stephen_1836__01";"CA_Appleby_Stephen_1836";"18sep1873";"16sep1878";"CA_NT-HC_1873;CA_NT-HC_1874"
"starts_before_period,ends_after_period";"CA_NT-HC_1949;CA_NT-HC_1953";-80;58;"CA_Applewhaite_Edward_1898__01";"CA_Applewhaite_Edward_1898";"27jun1949";"09jun1957";"CA_NT-HC_1949;CA_NT-HC_1953"
"starts_before_period,ends_after_period";"CA_NT-HC_1974";-84;56;"CA_Appolloni_Ursula_1929__01";"CA_Appolloni_Ursula_1929";"08jul1974";"21may1979";"CA_NT-HC_1974"
"starts_before_period,ends_after_period";"CA_NT-HC_1979;CA_NT-HC_1980";-140;56;"CA_Appolloni_Ursula_1929__02";"CA_Appolloni_Ursula_1929";"22may1979";"03sep1984";"CA_NT-HC_1979;CA_NT-HC_1980"
"ends_after_period";"CA_NT-HC_1896;CA_NT-HC_1901;CA_NT-HC_1905";1247;38;"CA_Archambault_Joseph_1861__01";"CA_Archambault_Joseph_1861";"18jan1900";"25oct1908";"CA_NT-HC_1896;CA_NT-HC_1901;CA_NT-HC_1905"
"starts_before_period,ends_after_period";"CA_NT-HC_1918";-91;62;"CA_Archambault_Joseph_1879__01";"CA_Archambault_Joseph_1879";"17dec1917";"05dec1921";"CA_NT-HC_1918"
"starts_before_period,ends_after_period";"CA_NT-HC_1922";-92;53;"CA_Archambault_Joseph_1879__03";"CA_Archambault_Joseph_1879";"06dec1921";"28oct1925";"CA_NT-HC_1922"
"starts_before_period,ends_after_period";"CA_NT-HC_1867;CA_NT-HC_1873";-47;19;"CA_Archambault_Louis_1814__01";"CA_Archambault_Louis_1814";"20sep1867";"21jan1874";"CA_NT-HC_1867;CA_NT-HC_1873"
"ends_after_period";"CA_NT-HC_1887";490;29;"CA_Archibald_Adams_1814__02";"CA_Archibald_Adams_1814";"15aug1888";"04mar1891";"CA_NT-HC_1887"
"starts_before_period,ends_after_period";"CA_NT-HC_1873;CA_NT-HC_1874";-144;30;"CA_Archibald_Cyril_1837__01";"CA_Archibald_Cyril_1837";"12oct1872";"16sep1878";"CA_NT-HC_1873;CA_NT-HC_1874"
"starts_before_period,ends_after_period";"CA_NT-HC_1945";-87;57;"CA_Archibald_Harry_1910__01";"CA_Archibald_Harry_1910";"11jun1945";"26jun1949";"CA_NT-HC_1945"
"starts_before_period,ends_after_period";"CA_NT-HC_1945";-87;57;"CA_Argue_Hazen_1921__01";"CA_Argue_Hazen_1921";"11jun1945";"26jun1949";"CA_NT-HC_1945"
"starts_before_period";"CA_NT-HC_1949;CA_NT-HC_1953;CA_NT-HC_1957;CA_NT-HC_1958";-80;-260;"CA_Argue_Hazen_1921__02";"CA_Argue_Hazen_1921";"27jun1949";"02aug1961";"CA_NT-HC_1949;CA_NT-HC_1953;CA_NT-HC_1957;CA_NT-HC_1958"
"ends_after_period";"CA_NT-HC_1958;CA_NT-HC_1962";1380;60;"CA_Argue_Hazen_1921__04";"CA_Argue_Hazen_1921";"20feb1962";"07apr1963";"CA_NT-HC_1958;CA_NT-HC_1962"
"starts_before_period,ends_after_period";"CA_NT-HC_1918";-91;62;"CA_Argue_Ira_1865__01";"CA_Argue_Ira_1865";"17dec1917";"05dec1921";"CA_NT-HC_1918"
"starts_before_period,ends_after_period";"CA_NT-HC_1879";-149;32;"CA_Arkell_Thomas_1823__01";"CA_Arkell_Thomas_1823";"17sep1878";"19jun1882";"CA_NT-HC_1879"
"starts_before_period,ends_after_period";"CA_NT-HC_1963";-38;60;"CA_Armstrong_Frederick_1907__01";"CA_Armstrong_Frederick_1907";"08apr1963";"07nov1965";"CA_NT-HC_1963"
"starts_before_period";"CA_NT-HC_1883;CA_NT-HC_1887;CA_NT-HC_1891";-233;-1184;"CA_Armstrong_James_1830__01";"CA_Armstrong_James_1830";"20jun1882";"26jan1893";"CA_NT-HC_1883;CA_NT-HC_1887;CA_NT-HC_1891"
"starts_before_period,ends_after_period";"CA_NT-HC_1911";-55;71;"CA_Armstrong_John_1877__01";"CA_Armstrong_John_1877";"21sep1911";"16dec1917";"CA_NT-HC_1911"
"starts_before_period,ends_after_period";"CA_NT-HC_1918";-91;62;"CA_Armstrong_John_1877__02";"CA_Armstrong_John_1877";"17dec1917";"05dec1921";"CA_NT-HC_1918"
"ends_after_period";"CA_NT-HC_1901;CA_NT-HC_1905;CA_NT-HC_1909;CA_NT-HC_1911";1105;71;"CA_Armstrong_Joseph_1864__01";"CA_Armstrong_Joseph_1864";"16feb1904";"16dec1917";"CA_NT-HC_1901;CA_NT-HC_1905;CA_NT-HC_1909;CA_NT-HC_1911"
"starts_before_period,ends_after_period";"CA_NT-HC_1918";-91;62;"CA_Armstrong_Joseph_1864__02";"CA_Armstrong_Joseph_1864";"17dec1917";"05dec1921";"CA_NT-HC_1918"
"starts_before_period,ends_after_period";"CA_NT-HC_1926jan";-70;73;"CA_Armstrong_Joseph_1864__03";"CA_Armstrong_Joseph_1864";"29oct1925";"13sep1926";"CA_NT-HC_1926jan"
"starts_before_period,ends_after_period";"CA_NT-HC_1926jan";-70;73;"CA_Armstrong_Lt_1878__01";"CA_Armstrong_Lt_1878";"29oct1925";"13sep1926";"CA_NT-HC_1926jan"
"ends_after_period";"CA_NT-HC_2008;CA_NT-HC_2011";356;77;"CA_Armstrong_Scott_1966__01";"CA_Armstrong_Scott_1966";"09nov2009";"18oct2015";"CA_NT-HC_2008;CA_NT-HC_2011"
"starts_before_period,ends_after_period";"CA_NT-HC_2015;CA_NT-HC_2019;CA_NT-HC_2021";-45;35;"CA_Arnold_Mel_1958__01";"CA_Arnold_Mel_1958";"19oct2015";"27apr2025";"CA_NT-HC_2015;CA_NT-HC_2019;CA_NT-HC_2021"
"starts_before_period";"CA_NT-HC_2025";-28;-268;"CA_Arnold_Mel_1958__02";"CA_Arnold_Mel_1958";"28apr2025";"07apr2026";"CA_NT-HC_2025"
"starts_before_period,ends_after_period";"CA_NT-HC_1973";-66;59;"CA_Arrol_Ian_1924__01";"CA_Arrol_Ian_1924";"30oct1972";"07jul1974";"CA_NT-HC_1973"
"starts_before_period,ends_after_period";"CA_NT-HC_1945";-87;57;"CA_Arsenault_Bona_1903__01";"CA_Arsenault_Bona_1903";"11jun1945";"26jun1949";"CA_NT-HC_1945"
"starts_before_period,ends_after_period";"CA_NT-HC_1949;CA_NT-HC_1953";-80;58;"CA_Arsenault_Bona_1903__02";"CA_Arsenault_Bona_1903";"27jun1949";"09jun1957";"CA_NT-HC_1949;CA_NT-HC_1953"
"starts_before_period,ends_after_period";"CA_NT-HC_1957";-126;57;"CA_Arsenault_Neree_1911__01";"CA_Arsenault_Neree_1911";"10jun1957";"30mar1958";"CA_NT-HC_1957"
"starts_before_period,ends_after_period";"CA_NT-HC_1930";-42;60;"CA_Arsenault_Telesphore_1872__01";"CA_Arsenault_Telesphore_1872";"28jul1930";"13oct1935";"CA_NT-HC_1930"
"starts_before_period";"CA_NT-HC_1988";-21;-1350;"CA_Arseneault_Guy_1952__01";"CA_Arseneault_Guy_1952";"21nov1988";"28dec1989";"CA_NT-HC_1988"
"ends_after_period";"CA_NT-HC_1988;CA_NT-HC_1994";382;35;"CA_Arseneault_Guy_1952__02";"CA_Arseneault_Guy_1952";"29dec1989";"01jun1997";"CA_NT-HC_1988;CA_NT-HC_1994"
"starts_before_period,ends_after_period";"CA_NT-HC_2015;CA_NT-HC_2019;CA_NT-HC_2021";-45;35;"CA_Arseneault_Rene_1966__01";"CA_Arseneault_Rene_1966";"19oct2015";"27apr2025";"CA_NT-HC_2015;CA_NT-HC_2019;CA_NT-HC_2021"
"starts_before_period,ends_after_period";"CA_NT-HC_2006;CA_NT-HC_2008";-70;36;"CA_Arthur_Andre_1943__01";"CA_Arthur_Andre_1943";"23jan2006";"01may2011";"CA_NT-HC_2006;CA_NT-HC_2008"
"starts_before_period,ends_after_period";"CA_NT-HC_1909;CA_NT-HC_1911";-86;71;"CA_Arthurs_Lt_1866__01";"CA_Arthurs_Lt_1866";"26oct1908";"16dec1917";"CA_NT-HC_1909;CA_NT-HC_1911"
"starts_before_period,ends_after_period";"CA_NT-HC_1918";-91;62;"CA_Arthurs_Lt_1866__02";"CA_Arthurs_Lt_1866";"17dec1917";"05dec1921";"CA_NT-HC_1918"
"starts_before_period";"CA_NT-HC_1922;CA_NT-HC_1926jan;CA_NT-HC_1926dec;CA_NT-HC_1930";-92;-26;"CA_Arthurs_Lt_1866__03";"CA_Arthurs_Lt_1866";"06dec1921";"19jul1935";"CA_NT-HC_1922;CA_NT-HC_1926jan;CA_NT-HC_1926dec;CA_NT-HC_1930"
"starts_before_period,ends_after_period";"CA_NT-HC_2015;CA_NT-HC_2019;CA_NT-HC_2021";-45;35;"CA_Arya_Chandra_9999__01";"CA_Arya_Chandra_9999";"19oct2015";"27apr2025";"CA_NT-HC_2015;CA_NT-HC_2019;CA_NT-HC_2021"
"starts_before_period,ends_after_period";"CA_NT-HC_1949";-80;57;"CA_Ashbourne_Thomas_1894__01";"CA_Ashbourne_Thomas_1894";"27jun1949";"09aug1953";"CA_NT-HC_1949"
"starts_before_period,ends_after_period";"CA_NT-HC_1953;CA_NT-HC_1957";-94;57;"CA_Ashbourne_Thomas_1894__02";"CA_Ashbourne_Thomas_1894";"10aug1953";"30mar1958";"CA_NT-HC_1953;CA_NT-HC_1957"
"starts_before_period,ends_after_period";"CA_NT-HC_1945";-87;57;"CA_Ashby_Patrick_1890__01";"CA_Ashby_Patrick_1890";"11jun1945";"26jun1949";"CA_NT-HC_1945"
"starts_before_period,ends_after_period";"CA_NT-HC_2008;CA_NT-HC_2011";-35;77;"CA_Ashfield_Keith_1952__01";"CA_Ashfield_Keith_1952";"14oct2008";"18oct2015";"CA_NT-HC_2008;CA_NT-HC_2011"
"starts_before_period,ends_after_period";"CA_NT-HC_2008;CA_NT-HC_2011";-35;77;"CA_Ashton_Niki_1982__01";"CA_Ashton_Niki_1982";"14oct2008";"18oct2015";"CA_NT-HC_2008;CA_NT-HC_2011"
"starts_before_period,ends_after_period";"CA_NT-HC_2015;CA_NT-HC_2019;CA_NT-HC_2021";-45;35;"CA_Ashton_Niki_1982__02";"CA_Ashton_Niki_1982";"19oct2015";"27apr2025";"CA_NT-HC_2015;CA_NT-HC_2019;CA_NT-HC_2021"
"starts_before_period,ends_after_period";"CA_NT-HC_2011";-31;77;"CA_Aspin_Jay_1949__01";"CA_Aspin_Jay_1949";"02may2011";"18oct2015";"CA_NT-HC_2011"
"starts_before_period,ends_after_period";"CA_NT-HC_1988;CA_NT-HC_1994";-21;35;"CA_Assad_Mark_1940__01";"CA_Assad_Mark_1940";"21nov1988";"01jun1997";"CA_NT-HC_1988;CA_NT-HC_1994"
"starts_before_period,ends_after_period";"CA_NT-HC_1997;CA_NT-HC_2001";-112;35;"CA_Assad_Mark_1940__02";"CA_Assad_Mark_1940";"02jun1997";"27jun2004";"CA_NT-HC_1997;CA_NT-HC_2001"
"starts_before_period,ends_after_period";"CA_NT-HC_1994";-84;35;"CA_Assadourian_Sarkis_1948__01";"CA_Assadourian_Sarkis_1948";"25oct1993";"01jun1997";"CA_NT-HC_1994"
"starts_before_period,ends_after_period";"CA_NT-HC_1997;CA_NT-HC_2001";-112;35;"CA_Assadourian_Sarkis_1948__02";"CA_Assadourian_Sarkis_1948";"02jun1997";"27jun2004";"CA_NT-HC_1997;CA_NT-HC_2001"
"starts_before_period,ends_after_period";"CA_NT-HC_1962;CA_NT-HC_1963";-101;60;"CA_Asselin_Edmund_1920__01";"CA_Asselin_Edmund_1920";"18jun1962";"07nov1965";"CA_NT-HC_1962;CA_NT-HC_1963"
"starts_before_period,ends_after_period";"CA_NT-HC_1994;CA_NT-HC_1997;CA_NT-HC_2001";-84;35;"CA_Asselin_Gerard_1950__01";"CA_Asselin_Gerard_1950";"25oct1993";"27jun2004";"CA_NT-HC_1994;CA_NT-HC_1997;CA_NT-HC_2001"
"starts_before_period,ends_after_period";"CA_NT-HC_2004;CA_NT-HC_2006;CA_NT-HC_2008";-98;36;"CA_Asselin_Gerard_1950__02";"CA_Asselin_Gerard_1950";"28jun2004";"01may2011";"CA_NT-HC_2004;CA_NT-HC_2006;CA_NT-HC_2008"
"starts_before_period,ends_after_period";"CA_NT-HC_1963;CA_NT-HC_1966";-38;62;"CA_Asselin_Joseph_1930__01";"CA_Asselin_Joseph_1930";"08apr1963";"24jun1968";"CA_NT-HC_1963;CA_NT-HC_1966"
"starts_before_period,ends_after_period";"CA_NT-HC_1958";-42;59;"CA_Asselin_Martial_1924__01";"CA_Asselin_Martial_1924";"31mar1958";"17jun1962";"CA_NT-HC_1958"
"starts_before_period";"CA_NT-HC_1966;CA_NT-HC_1968";-71;-1;"CA_Asselin_Martial_1924__02";"CA_Asselin_Martial_1924";"08nov1965";"31aug1972";"CA_NT-HC_1966;CA_NT-HC_1968"
"starts_before_period,ends_after_period";"CA_NT-HC_2006;CA_NT-HC_2008;CA_NT-HC_2011";-70;77;"CA_Atamanenko_Alex_1945__01";"CA_Atamanenko_Alex_1945";"23jan2006";"18oct2015";"CA_NT-HC_2006;CA_NT-HC_2008;CA_NT-HC_2011"
"starts_before_period,ends_after_period";"CA_NT-HC_1973";-66;59;"CA_Atkey_Ronald_1942__01";"CA_Atkey_Ronald_1942";"30oct1972";"07jul1974";"CA_NT-HC_1973"
"starts_before_period,ends_after_period";"CA_NT-HC_1979";-140;65;"CA_Atkey_Ronald_1942__02";"CA_Atkey_Ronald_1942";"22may1979";"17feb1980";"CA_NT-HC_1979"
"starts_before_period,ends_after_period";"CA_NT-HC_1988";-21;46;"CA_Atkinson_Kenneth_1947__01";"CA_Atkinson_Kenneth_1947";"21nov1988";"24oct1993";"CA_NT-HC_1988"
"starts_before_period,ends_after_period";"CA_NT-HC_1984";-62;50;"CA_Attewell_William_1932__01";"CA_Attewell_William_1932";"04sep1984";"20nov1988";"CA_NT-HC_1984"
"starts_before_period";"CA_NT-HC_1988";-21;-1350;"CA_Attewell_William_1932__02";"CA_Attewell_William_1932";"21nov1988";"28dec1989";"CA_NT-HC_1988"
"ends_after_period";"CA_NT-HC_1988";382;46;"CA_Attewell_William_1932__03";"CA_Attewell_William_1932";"29dec1989";"24oct1993";"CA_NT-HC_1988"
"starts_before_period";"CA_NT-HC_2019";-45;-67;"CA_Atwin_Jenica_9999__01";"CA_Atwin_Jenica_9999";"21oct2019";"09jun2021";"CA_NT-HC_2019"
"ends_after_period";"CA_NT-HC_2019;CA_NT-HC_2021";553;35;"CA_Atwin_Jenica_9999__02";"CA_Atwin_Jenica_9999";"10jun2021";"27apr2025";"CA_NT-HC_2019;CA_NT-HC_2021"
"starts_before_period";"CA_NT-HC_2025";-28;-268;"CA_Au_Chak_9999__01";"CA_Au_Chak_9999";"28apr2025";"07apr2026";"CA_NT-HC_2025"
"starts_before_period,ends_after_period";"CA_NT-HC_2011;CA_NT-HC_2015";-31;39;"CA_Aubin_Robert_1960__01";"CA_Aubin_Robert_1960";"02may2011";"20oct2019";"CA_NT-HC_2011;CA_NT-HC_2015"
"starts_before_period,ends_after_period";"CA_NT-HC_1887";-50;29;"CA_Audet_Antoine_1846__01";"CA_Audet_Antoine_1846";"22feb1887";"04mar1891";"CA_NT-HC_1887"
"starts_before_period";"CA_NT-HC_1926dec";-86;-435;"CA_Auger_Louis_1902__01";"CA_Auger_Louis_1902";"14sep1926";"21mar1929";"CA_NT-HC_1926dec"
"starts_before_period,ends_after_period";"CA_NT-HC_1883";-233;37;"CA_Auger_Michel_1830__01";"CA_Auger_Michel_1830";"20jun1882";"21feb1887";"CA_NT-HC_1883"
"starts_before_period";"CA_NT-HC_2025";-28;-321;"CA_Auguste_Tatiana_9999__01";"CA_Auguste_Tatiana_9999";"28apr2025";"13feb2026";"CA_NT-HC_2025"
"starts_before_period,ends_after_period";"CA_NT-HC_1994;CA_NT-HC_1997;CA_NT-HC_2001;CA_NT-HC_2004";-84;54;"CA_Augustine_Jean_1937__01";"CA_Augustine_Jean_1937";"25oct1993";"22jan2006";"CA_NT-HC_1994;CA_NT-HC_1997;CA_NT-HC_2001;CA_NT-HC_2004"
"extra_listed_id,starts_before_period";"CA_NT-HC_1867";-47;-448;"CA_Ault_Samuel_1814__01";"CA_Ault_Samuel_1814";"20sep1867";"11oct1872";"CA_NT-HC_1867;CA_NT-HC_1873"
"starts_before_period,ends_after_period";"CA_NT-HC_1940";-51;55;"CA_Authier_Hector_1881__01";"CA_Authier_Hector_1881";"26mar1940";"10jun1945";"CA_NT-HC_1940"
"ends_after_period";"CA_NT-HC_1901";343;34;"CA_Avery_Melzar_1854__01";"CA_Avery_Melzar_1854";"15jan1902";"02nov1904";"CA_NT-HC_1901"
"starts_before_period,ends_after_period";"CA_NT-HC_1905";-69;38;"CA_Avery_Melzar_1854__02";"CA_Avery_Melzar_1854";"03nov1904";"25oct1908";"CA_NT-HC_1905"
"starts_before_period,ends_after_period";"CA_NT-HC_1988;CA_NT-HC_1994";-21;35;"CA_Axworthy_Christopher_1947__01";"CA_Axworthy_Christopher_1947";"21nov1988";"01jun1997";"CA_NT-HC_1988;CA_NT-HC_1994"
"starts_before_period";"CA_NT-HC_1997";-112;-528;"CA_Axworthy_Christopher_1947__02";"CA_Axworthy_Christopher_1947";"02jun1997";"13may1999";"CA_NT-HC_1997"
"starts_before_period,ends_after_period";"CA_NT-HC_1979;CA_NT-HC_1980;CA_NT-HC_1984";-140;50;"CA_Axworthy_Lloyd_1939__01";"CA_Axworthy_Lloyd_1939";"22may1979";"20nov1988";"CA_NT-HC_1979;CA_NT-HC_1980;CA_NT-HC_1984"
"starts_before_period,ends_after_period";"CA_NT-HC_1988;CA_NT-HC_1994;CA_NT-HC_1997";-21;35;"CA_Axworthy_Lloyd_1939__02";"CA_Axworthy_Lloyd_1939";"21nov1988";"26nov2000";"CA_NT-HC_1988;CA_NT-HC_1994;CA_NT-HC_1997"
"starts_before_period,ends_after_period";"CA_NT-HC_2011";-31;77;"CA_Ayala_Paulina_1962__01";"CA_Ayala_Paulina_1962";"02may2011";"18oct2015";"CA_NT-HC_2011"
"ends_after_period";"CA_NT-HC_1905;CA_NT-HC_1909";315;53;"CA_Aylesworth_Allen_1854__01";"CA_Aylesworth_Allen_1854";"22nov1905";"20sep1911";"CA_NT-HC_1905;CA_NT-HC_1909"
"starts_before_period,ends_after_period";"CA_NT-HC_1940";-51;55;"CA_Aylesworth_Wilbert_1892__01";"CA_Aylesworth_Wilbert_1892";"26mar1940";"10jun1945";"CA_NT-HC_1940"
"starts_before_period,ends_after_period";"CA_NT-HC_1945;CA_NT-HC_1949";-87;57;"CA_Aylesworth_Wilbert_1892__02";"CA_Aylesworth_Wilbert_1892";"11jun1945";"09aug1953";"CA_NT-HC_1945;CA_NT-HC_1949"
"starts_before_period";"CA_NT-HC_1874";-63;-1393;"CA_Aylmer_Henry_1843__01";"CA_Aylmer_Henry_1843";"22jan1874";"24oct1874";"CA_NT-HC_1874"
"ends_after_period";"CA_NT-HC_1874";253;30;"CA_Aylmer_Henry_1843__02";"CA_Aylmer_Henry_1843";"04dec1874";"16sep1878";"CA_NT-HC_1874"
"starts_before_period,ends_after_period";"CA_NT-HC_2015";-45;39;"CA_Ayoub_Ramez_9999__01";"CA_Ayoub_Ramez_9999";"19oct2015";"20oct2019";"CA_NT-HC_2015"
"starts_before_period";"CA_NT-HC_2025";-28;-268;"CA_Baber_Roman_9999__01";"CA_Baber_Roman_9999";"28apr2025";"07apr2026";"CA_NT-HC_2025"
"starts_before_period";"CA_NT-HC_1873;CA_NT-HC_1874";-144;-1380;"CA_Baby_Louis_1832__01";"CA_Baby_Louis_1832";"12oct1872";"06nov1874";"CA_NT-HC_1873;CA_NT-HC_1874"
"extra_listed_id";"CA_NT-HC_1874";259;-1301;"CA_Baby_Louis_1832__02";"CA_Baby_Louis_1832";"10dec1874";"25oct1878";"CA_NT-HC_1874;CA_NT-HC_1879"
"starts_before_period";"CA_NT-HC_1879";-91;-567;"CA_Baby_Louis_1832__03";"CA_Baby_Louis_1832";"14nov1878";"28oct1880";"CA_NT-HC_1879"
"starts_before_period,ends_after_period";"CA_NT-HC_1980";-56;56;"CA_Bachand_Andre_1934__01";"CA_Bachand_Andre_1934";"18feb1980";"03sep1984";"CA_NT-HC_1980"
"starts_before_period";"CA_NT-HC_1997;CA_NT-HC_2001";-112;-112;"CA_Bachand_Andre_1961__01";"CA_Bachand_Andre_1961";"02jun1997";"01feb2004";"CA_NT-HC_1997;CA_NT-HC_2001"
"ends_after_period";"CA_NT-HC_2001";1099;35;"CA_Bachand_Andre_1961__02";"CA_Bachand_Andre_1961";"02feb2004";"27jun2004";"CA_NT-HC_2001"
"starts_before_period,ends_after_period";"CA_NT-HC_1994;CA_NT-HC_1997;CA_NT-HC_2001;CA_NT-HC_2004;CA_NT-HC_2006;CA_NT-HC_2008";-84;36;"CA_Bachand_Claude_1951__01";"CA_Bachand_Claude_1951";"25oct1993";"01may2011";"CA_NT-HC_1994;CA_NT-HC_1997;CA_NT-HC_2001;CA_NT-HC_2004;CA_NT-HC_2006;CA_NT-HC_2008"
"starts_before_period,ends_after_period";"CA_NT-HC_2019;CA_NT-HC_2021";-45;35;"CA_Bachrach_Taylor_9999__01";"CA_Bachrach_Taylor_9999";"21oct2019";"27apr2025";"CA_NT-HC_2019;CA_NT-HC_2021"
"starts_before_period,ends_after_period";"CA_NT-HC_1958;CA_NT-HC_1962;CA_NT-HC_1963;CA_NT-HC_1966;CA_NT-HC_1968";-42;58;"CA_Badanai_Hubert_1895__01";"CA_Badanai_Hubert_1895";"31mar1958";"29oct1972";"CA_NT-HC_1958;CA_NT-HC_1962;CA_NT-HC_1963;CA_NT-HC_1966;CA_NT-HC_1968"
"starts_before_period,ends_after_period";"CA_NT-HC_2015;CA_NT-HC_2019;CA_NT-HC_2021";-45;35;"CA_Badawey_Vance_1964__01";"CA_Badawey_Vance_1964";"19oct2015";"27apr2025";"CA_NT-HC_2015;CA_NT-HC_2019;CA_NT-HC_2021"
"starts_before_period,ends_after_period";"CA_NT-HC_2001;CA_NT-HC_2004;CA_NT-HC_2006;CA_NT-HC_2008";-63;36;"CA_Bagnell_Larry_1949__01";"CA_Bagnell_Larry_1949";"27nov2000";"01may2011";"CA_NT-HC_2001;CA_NT-HC_2004;CA_NT-HC_2006;CA_NT-HC_2008"
"starts_before_period,ends_after_period";"CA_NT-HC_2015;CA_NT-HC_2019";-45;35;"CA_Bagnell_Larry_1949__02";"CA_Bagnell_Larry_1949";"19oct2015";"19sep2021";"CA_NT-HC_2015;CA_NT-HC_2019"
"starts_before_period";"CA_NT-HC_2025";-28;-268;"CA_Bailey_Burton_9999__01";"CA_Bailey_Burton_9999";"28apr2025";"07apr2026";"CA_NT-HC_2025"
"starts_before_period";"CA_NT-HC_1997";-112;-210;"CA_Bailey_Roy_1928__01";"CA_Bailey_Roy_1928";"02jun1997";"26mar2000";"CA_NT-HC_1997"
"ends_after_period";"CA_NT-HC_2001";1058;35;"CA_Bailey_Roy_1928__03";"CA_Bailey_Roy_1928";"23dec2003";"27jun2004";"CA_NT-HC_2001"
"ends_after_period";"CA_NT-HC_1883;CA_NT-HC_1887";728;29;"CA_Bain_James_1838__02";"CA_Bain_James_1838";"05feb1885";"04mar1891";"CA_NT-HC_1883;CA_NT-HC_1887"
"ends_after_period";"CA_NT-HC_1891";594;59;"CA_Bain_James_1838__04";"CA_Bain_James_1838";"13dec1892";"22jun1896";"CA_NT-HC_1891"
"starts_before_period,ends_after_period";"CA_NT-HC_1873;CA_NT-HC_1874;CA_NT-HC_1879;CA_NT-HC_1883;CA_NT-HC_1887;CA_NT-HC_1891";-144;59;"CA_Bain_Thomas_1834__01";"CA_Bain_Thomas_1834";"12oct1872";"22jun1896";"CA_NT-HC_1873;CA_NT-HC_1874;CA_NT-HC_1879;CA_NT-HC_1883;CA_NT-HC_1887;CA_NT-HC_1891"
